name,zip,orders,month,delivery_service
Marmota,6710,297,2,competition
Dai Golosi - Gastronomia Italiana,1050,31,2,competition
American Crazy Burger,1210,1809,2,competition
Neu Delhi Innsbruck,6020,242,2,competition
OHH! Sushi & Wok,1010,19,2,competition
Santa Maria Pizza & Pasta,2491,214,2,competition
Amica Pasta,1160,0,2,competition
BioBurgerMeister,5020,146,2,competition
Choice Of Pizza,1120,223,2,competition
Ali Baba Kebabhouse,6020,54,2,competition
L'Osteria,4020,545,2,competition
Wiener Schnitzelland,1220,59,2,competition
Grillalm,6410,92,2,competition
"Trattoria & Pizzeria ""Da Rocco""",6020,374,2,competition
The Underdog,1080,6,2,competition
El Monte,8940,273,2,competition
Akakiko,4040,425,2,competition
yaoyao,5071,578,2,competition
China Restaurant Asia,2514,346,2,competition
Pizzeria Dino,1140,176,2,competition
Pizza La Gona Blu,1160,39,2,competition
Fuzo Pizza Schnitzel Pasta & Getränke,4040,1576,2,competition
Saray Kebap & Pizza,1170,97,2,competition
Pizzeria Da Raffaello,1210,258,2,competition
Brucks Noodle und Pizza,2460,203,2,competition
Pizzeria Siciliana Wels,4600,439,2,competition
Pizzeria Florenza,3100,193,2,competition
Antiochia,2630,98,2,competition
Istanbul Kebap Haus,2700,749,2,competition
Shin Ju,1040,788,2,competition
Osteria Cavalli,5020,102,2,competition
Omoka Afrikanisches Restaurant,8020,132,2,competition
Marcos Fresh Greek,1030,639,2,competition
Asia Chen Fleischmarkt 1010 WIen,1010,57,2,competition
India Gate,1010,53,2,competition
Dama Rose,4020,54,2,competition
Meckis Imbiss,9620,48,2,competition
Seasons,1050,192,2,competition
Kebap Zentrum,1030,10,2,competition
Kantine Mitterweg,6020,10,2,competition
Goldene Kugel,5020,6,2,competition
Milano Pizzaservice,8753,113,2,competition
Asman Restaurant,1030,1441,2,competition
Asia Bistro Sakura,1100,276,2,competition
Chinesischer Garten,9020,350,2,competition
"Kiss, the Cook Lunch & Cake",1020,39,2,competition
Barista's,8020,6,2,competition
Goji Asian Kitchen,1010,5,2,competition
Pizzeria Ristorante Venezia,5500,262,2,competition
Golden Burgers,1090,246,2,competition
The Modern Mexican,9020,406,2,competition
Subway,3100,78,2,competition
Asia Restaurant Yang,1210,339,2,competition
Pizzeria Ristorante Zeppelin,6900,509,2,competition
Pizza-Service Miami,3300,706,2,competition
Pizzeria Konrad Café Restaurant,8472,855,2,competition
Eroz Juice Bazar,1060,15,2,competition
Die Wäscherei,1080,32,2,competition
Absam Burger,6067,453,2,competition
UNI-ECK Geflügel- & Fischimbiss,1090,4,2,competition
La Deliziosa,1030,1121,2,competition
Kebap & Pizza S & D,2563,433,2,competition
McDonald's®,9020,760,2,competition
Max & Benito,1020,207,2,competition
Pizza & Pasta Ancello,2103,31,2,competition
TGI FRIDAYS,1010,990,2,competition
Cohen's Smartfood,1100,10,2,competition
Nasip Kebap,1160,261,2,competition
Mira Mare,2320,377,2,competition
Burger King,1030,364,2,competition
Gasthaus Konrad,2000,7,2,competition
Pizza Royal,4052,483,2,competition
Tandoori Delight,9020,708,2,competition
WaffleKing,1160,552,2,competition
Restaurant Morgenröte,1200,324,2,competition
Restaurant bei Manuel,5400,108,2,competition
Knödel Manufaktur,1080,195,2,competition
Chutney,1100,16,2,competition
Casa Bianca,1200,417,2,competition
Snack Point,5400,386,2,competition
Pizzeria Danieli,8075,586,2,competition
Chinarestaurant Shun Feng,8020,1191,2,competition
Cavaliere,1010,8,2,competition
Gelateria Surace,4040,4,2,competition
The heart of Joy,5020,255,2,competition
Viet Soup Restaurant,1150,1381,2,competition
Café Beirut,8020,126,2,competition
The Best,2700,147,2,competition
Pandemic Kitchen,1210,484,2,competition
Steirisches Grillhendl,1110,726,2,competition
Phoenix Pizza,8052,100,2,competition
Zurndorfer Kebap & Pizzahouse,2424,284,2,competition
Bellissimo XXL,8130,240,2,competition
Meinl 2 You,1010,7,2,competition
Park City Grill Holzkohlengrill,1200,34,2,competition
Gimlet Cafe & Cocktail room,1110,9,2,competition
McDonald's®,8020,318,2,competition
Cery's Kebap & Pizzahaus,7210,93,2,competition
Stella Rossa,6900,296,2,competition
Cafe Abol,8010,75,2,competition
Pizza Service Sorriso,1190,249,2,competition
Kitchen Hub,6020,1074,2,competition
Burger King,2345,161,2,competition
Flamestone Pizzabar,1060,151,2,competition
Urban Bistro,1070,46,2,competition
Hashi Asian Kitchen,1020,217,2,competition
Monte Christo,9020,689,2,competition
Asia Restaurant Corner 101,1080,137,2,competition
Banh Mi Saigon,4020,7,2,competition
Chinabar,1070,58,2,competition
Restaurant Piazza,8280,175,2,competition
Iki's Grill Rostilj,1020,543,2,competition
Kandil Kebab & Pizza,3150,413,2,competition
Nr.1 Pizza & Kebap,2700,446,2,competition
Ermis Imbiss,6890,29,2,competition
Pizzeria-Restaurant AL Bashir KG,8970,56,2,competition
Mir Imbiss,6850,349,2,competition
Yeni Pizzeria,6460,480,2,competition
Maradona Pizzeria,1020,152,2,competition
Pizzeria Kebap Onkel Donald,8020,72,2,competition
Pizza Express,9500,741,2,competition
Pizza Mann,5020,110,2,competition
Pizzeria Caramellini,3133,350,2,competition
Chinoiss Asia Restaurant,4020,232,2,competition
Restaurant Zum Kochlöffel,8055,847,2,competition
Mahlzeit Pizza - Kebap - Snacks,6300,220,2,competition
Pizza Service King,2100,805,2,competition
Mido Pizza Burger Kebap,1120,8,2,competition
Lindt Boutique,1010,11,2,competition
Apetyt,5020,132,2,competition
Schweiger Deli,5020,3,2,competition
​Ristorante Milano,1210,81,2,competition
Casa Italia American Burger,4441,81,2,competition
Vera Rosa Pizzeria,9813,184,2,competition
Schnitzel Man,1120,1,2,competition
Chicken King,2201,274,2,competition
Schnitzel Hof,1080,403,2,competition
Bieriger,1150,10,2,competition
Burger King,1010,93,2,competition
GONDOLA,1050,85,2,competition
Euro Pizza Kebap Burger,8010,806,2,competition
La Cantinetta,5020,568,2,competition
Dr. Schnitzel und Kebap,1170,468,2,competition
Pizza Mann Nightline,4020,27,2,competition
Gelateria SENZA,4020,15,2,competition
Rossau Imbiss,6020,77,2,competition
Vevi Vegane Vietnamesische Küche,1070,263,2,competition
Max & Benito Rotenturmstraße,1010,484,2,competition
Pizzeria Fabiano,2524,410,2,competition
Ham Ham Sushi,1050,278,2,competition
Weiko - Asia Kitchen,6020,1342,2,competition
Tasty Burger,1210,262,2,competition
Holzkohle Grill Restaurant ZAVICAJ,1100,5,2,competition
Snack & Weg,7100,148,2,competition
Frankys Restaurant,6020,1978,2,competition
McDonald's®,1110,357,2,competition
Saigon Restaurant,1160,231,2,competition
Zeljo Grill KG,1160,116,2,competition
Cafe Mitte,8010,254,2,competition
Casa della Pizza,4400,169,2,competition
Gasthaus zum weißen Kreuz,8010,292,2,competition
Pastificio,8010,10,2,competition
Hagi's Café Pizzaria,6068,616,2,competition
Akakiko,1210,415,2,competition
Olympia Grill- & Kebaphaus,2380,326,2,competition
Pizzeria Di Sara,3400,304,2,competition
Restaurant Lucky Friend,1100,294,2,competition
Retsina,1160,343,2,competition
Pizzeria David,4614,465,2,competition
Pizzeria Dominous,1210,417,2,competition
China Restaurant Yu,1110,685,2,competition
Wiener Schnitzelland,1210,378,2,competition
Blossom,1030,314,2,competition
7 Burger,5020,275,2,competition
Attika Greek Restaurant,2351,169,2,competition
Kitchen by Chill Out Lounge,1010,11,2,competition
Pizzeria Ossi & Hannes Wirtshaus,1120,9,2,competition
Koshari Time,8010,227,2,competition
Das Pizz,1130,331,2,competition
Hellmon Pizzeria,4202,841,2,competition
Dresdner Schnitzel & Burger Haus,1200,13,2,competition
Burger King,1100,271,2,competition
Cipollino - Das Original,8010,400,2,competition
Tasty Imbiss & Drinks,6850,1839,2,competition
China Restaurant Sonne,8700,1193,2,competition
Schabanack,8665,325,2,competition
Best Food Grill 7,8051,429,2,competition
NORDSEE,4020,125,2,competition
Subway,6330,2,2,competition
Kolonitz Beisl,1030,10,2,competition
Oishi Fusion Kitchen,1090,33,2,competition
Piazza Vecchia,9500,4,2,competition
Feinkosterei Schwarz Hirsch,1010,31,2,competition
Pick Nick,6300,317,2,competition
Porto Bello,8712,667,2,competition
Taha's Cafe & Restaurant,2100,171,2,competition
Anatolien Cafe & Restaurant,1150,13,2,competition
Streetfood & Würstel PRINZ,9020,26,2,competition
Ella Pizza&Kebap,2201,352,2,competition
Merak Traditional Charcoal Barbecue,1150,227,2,competition
Trattoria Triestina,1190,508,2,competition
Caktus 2,1100,1720,2,competition
Hitomi,1080,164,2,competition
Japanische Restaurant Nitochi,1160,305,2,competition
Il Paolo,6130,452,2,competition
Wiener Schnitzelland,1220,499,2,competition
Pirkl Stuben,3100,312,2,competition
Tuya Restaurant & Lounge,1010,11,2,competition
Alforno,2320,450,2,competition
McDonald's®,6020,235,2,competition
Forno il Gusto,8410,55,2,competition
Welt Restaurant,8435,369,2,competition
China-Restaurant Jade Garten,4040,162,2,competition
Jimmy's Treff,5340,16,2,competition
Amigo Pizzeria,1030,616,2,competition
Holzofenpizza Nino,1210,638,2,competition
Goldene Schwalbe - Chinarestaurant,8020,299,2,competition
Pizzaservice Adam,3170,173,2,competition
Restaurant Trilogie,1080,88,2,competition
Pizza Pronto 22,1220,265,2,competition
Ali Baba Burger Pizza Kebab,1150,117,2,competition
Andy's Breakfast & Burger,2551,45,2,competition
Pizza Kebap Selo,3340,316,2,competition
Premium Küche,6363,13,2,competition
Celentano's,4611,26,2,competition
Bella Italia Gänserndorf,2230,293,2,competition
Kebap- und Pizzahaus,2512,187,2,competition
Big11,2500,472,2,competition
La Mariana,8650,9,2,competition
La Dolce Ristorante & Pizzeria,4030,214,2,competition
The Bablyon Restaurant,3100,1,2,competition
Pizzeria Lori's,2870,178,2,competition
Best of Burger & Schnitzel,1100,1645,2,competition
Roberto Pizza,6850,484,2,competition
Asia Bistro,1160,155,2,competition
Dolce Vita Pizzeria,1120,663,2,competition
Etno Restaurant Grill,1200,73,2,competition
ShanghaiTan,1060,23,2,competition
Pizza & Burger,4030,149,2,competition
Taj Restaurant,6020,261,2,competition
"Hengist Pub, Burger & Bbq",8411,133,2,competition
Pizzeria Violeta,5020,15,2,competition
Kaya's Grillecke,6832,102,2,competition
Mr.Wen - Griesgasse,5020,6,2,competition
Victoria's Sushi Bar,6020,1891,2,competition
Restaurant Pizzeria INA,1150,6,2,competition
Sto bene,5020,12,2,competition
La Marina,4050,649,2,competition
Pasta Bar,6020,9,2,competition
Burgerlicious,1100,193,2,competition
La Bodega,8501,851,2,competition
Kebap & More,2514,605,2,competition
Chop - Suey,8045,282,2,competition
ABC Panorama Restaurant,4040,237,2,competition
Piroschka,1180,36,2,competition
Kebab-Haus,1040,3,2,competition
Burger Boss,4614,406,2,competition
Komagene,1100,4,2,competition
Subway,4020,10,2,competition
Burgerista,4040,379,2,competition
Pizza Bella Bruck an der Mur,8600,953,2,competition
Kebap & Pizza Haus Brunner,2345,389,2,competition
Mezzaluna Pizzeria&Ristorante,1100,181,2,competition
Pho 84,1070,292,2,competition
Restaurant Akropolis,1220,577,2,competition
Hanil Sushi beim Naschmarkt,1040,6,2,competition
Di Caprio,2500,762,2,competition
Clocktower American Bar & Grill,8053,15,2,competition
Best Geflügel-Fisch-Imbiss,1110,259,2,competition
ra'mien Restaurant,1060,400,2,competition
Restaurant Briuni,1020,13,2,competition
Ristorante da Gennaro,1010,11,2,competition
Pizzeria Bella Italia,3950,221,2,competition
Pizzeria Dino Kebap,2132,220,2,competition
Chili Imbiss Kuchl,5431,7,2,competition
Bosporus Kebab Pizza Schnitzel Haus,2544,381,2,competition
Pizzanista,1100,962,2,competition
Pizza-Service California,3130,52,2,competition
Snack Palazzo,6020,10,2,competition
Hali's - Natürlich frische Küche,2361,608,2,competition
Kebab House,9500,41,2,competition
Road Diner,6060,647,2,competition
Alinos Restaurant Pizzeria,1230,126,2,competition
Super Nudeln,1050,16,2,competition
Subway,6020,233,2,competition
Sorrento,2544,1761,2,competition
Autodiele Pizza & Grill Haus,4484,618,2,competition
Grill & Schnitzel House,4020,1180,2,competition
my Indigo,1220,144,2,competition
Zu den 3 Goldenen Kugeln,8010,1087,2,competition
Space Burger,1010,460,2,competition
Lucky Wok,6020,316,2,competition
Restaurant Deniz,3100,202,2,competition
Unicafe,8010,10,2,competition
Döner Meister,1070,10,2,competition
Unica,1020,327,2,competition
Tata Vietnamese Fusion Kitchen,1070,916,2,competition
Fratello Wartberg,4224,339,2,competition
Pizza & Burger,4481,313,2,competition
Shere Punjab,6020,155,2,competition
Trattoria Pulcinella,1060,7,2,competition
Chilidorf,1190,221,2,competition
Restaurant Amadeus,4800,487,2,competition
Pizza Welt Imst,6460,158,2,competition
Hard Rock Cafe,1010,431,2,competition
Lin's Asia Küche,6850,410,2,competition
Wienerwald,1200,433,2,competition
Pizzeria Via Della,6444,85,2,competition
Grill & Box,8020,78,2,competition
Pizza Cassano,1150,847,2,competition
Burger King,2351,143,2,competition
Pizzeria Riva Italia Wien,1150,702,2,competition
Napoli Holzofen Pizzeria,2604,482,2,competition
Pizzeria Wallsee,3313,431,2,competition
Asia Restaurant Li,2320,900,2,competition
La Sera,1150,173,2,competition
Aangan,1220,934,2,competition
Tokyo Bay,5020,1140,2,competition
Zum Hagenthaler,1060,887,2,competition
Adisch,1160,69,2,competition
Mohlzeit,6280,183,2,competition
Zum Kaiser Stand,1110,281,2,competition
Mr Wang,4213,334,2,competition
Mannam,1090,31,2,competition
Asia Restaurant Lin,1080,226,2,competition
my Indigo Salzburg Herrnau,5020,85,2,competition
Schnitzelpalast,1230,429,2,competition
Pizzeria Mafiosi,2462,84,2,competition
Call Pizza 22,1220,653,2,competition
Star Kebap Burger Schnitzelhaus,3380,117,2,competition
Meşk,1150,9,2,competition
Burger Land,8010,669,2,competition
NORDSEE,8010,143,2,competition
La Mozza Pizza Ranch,2201,382,2,competition
La Enzoos Pizza Kebap & Co,2103,156,2,competition
Cavalluccio da Tommaso,1010,11,2,competition
Asia Goong,9020,1041,2,competition
Stern Kebap Pizzahaus,9560,292,2,competition
Georgische Küche - Tamada,8020,14,2,competition
Dersim Pizza & Kebap,7350,53,2,competition
Kabashis,8054,876,2,competition
Natraj,1060,917,2,competition
Grill Panda Box Sushi & Nudeln,8112,154,2,competition
l'amore Kebab House,9020,192,2,competition
Web Pizza,1050,20,2,competition
Uncle Falafel,5020,487,2,competition
San Michele,1060,194,2,competition
Sha Guo,1040,28,2,competition
Vaveyla,6900,12,2,competition
Schnitzel Pizzeria Profi,1100,34,2,competition
Daghofer's Bar Grill Restaurant,5020,218,2,competition
Schnitzelhaus Erlaa,1230,1372,2,competition
Leopoldstädter Deewan,1020,79,2,competition
Pizzeria Tuana,4020,1778,2,competition
Semberija Grill,1020,218,2,competition
Schnitzel King,1100,11,2,competition
Seestadt Kantine,1220,140,2,competition
Heurigenrestaurant Wittmann,7201,1948,2,competition
Erlach Wiener Restaurant,1100,1583,2,competition
Fuzo,4600,659,2,competition
Wiener Börger,1230,597,2,competition
La Miramare,1100,143,2,competition
Paradiso,3500,495,2,competition
URBAN PIZZA,1130,183,2,competition
Don Camillo,8045,520,2,competition
Gallo Bianco,1190,305,2,competition
Asia Ruyi Teppanyaki,1100,319,2,competition
Pizzeria ll Pendolino,1100,30,2,competition
Peri Pizza Restaurant,1020,34,2,competition
Pizzeria La Piazza,1200,916,2,competition
Ramazottii Gastein,5630,50,2,competition
Pizzadienst Panorama,9020,642,2,competition
Fiorino,1020,155,2,competition
Ossi Kebap,9500,235,2,competition
Pizzeria Camillo,2124,140,2,competition
Paradies Pizza & Kebap Haus,2232,34,2,competition
Otini Pizza Kebap,4100,55,2,competition
Tybah,1210,483,2,competition
Zum Stefan,1140,513,2,competition
Kebap & Pizzahaus B17,2514,79,2,competition
Rosamunde Leoben,8700,460,2,competition
Hollywood Burger & Getränke Service,1150,780,2,competition
NORDSEE,9020,241,2,competition
La Vita Pizzeria,1050,55,2,competition
Asia Restaurant Xu,1210,1264,2,competition
Pizza Fresh & Tasty,1220,10,2,competition
Fika,4020,85,2,competition
Pizzeria Giovanni,4020,358,2,competition
Ossi's Kebap,2443,46,2,competition
XXL Brünner Stadl,1210,228,2,competition
HEINZ Graz Nord,8051,1720,2,competition
Subway,8020,104,2,competition
Lucky Pavillon,1030,547,2,competition
Happy Chicken Restaurant,2700,270,2,competition
Rojda Burger & Pizza,1100,469,2,competition
The Burger Lentia City,4040,52,2,competition
Stadtbrauhof,3300,75,2,competition
Elit'e Kebab,6850,70,2,competition
Durchhaus,1070,4,2,competition
Regina Margherita,1010,252,2,competition
Walker,4020,574,2,competition
Gasthaus Servus,3100,469,2,competition
Hot Burger Box,4060,1036,2,competition
Pizza Kaiser,1220,133,2,competition
Deli Kebap Pizza Haus,2344,324,2,competition
Burger King,1220,439,2,competition
Wei's Wok Restaurant,2500,857,2,competition
Sultan,1160,4,2,competition
NORDSEE,1070,233,2,competition
Sisi Pizzaboy,1190,2046,2,competition
Pizza Mann,4030,60,2,competition
Damaskino Syrischer Steet Food,3910,31,2,competition
Tata 9,1090,174,2,competition
Vapiano,1060,168,2,competition
Kojiro Wien,1040,93,2,competition
Emy's Pizza & Kebaphaus,8010,51,2,competition
Wok Sushi Time,1020,1102,2,competition
Orick's Happy Kebap,6850,237,2,competition
Artner Flora auf der Wieden,1040,100,2,competition
Pizzeria Parioli,8075,199,2,competition
Fast & Nice Restaurant,1150,373,2,competition
KOC Pizza Kebap Grill,2603,726,2,competition
Kent Restaurant,1160,268,2,competition
Der Wiener Deewan,1090,6,2,competition
Okay Pizza & Burger,1100,1330,2,competition
Habibi & Hawara,1020,4,2,competition
Xpress,1230,127,2,competition
DAVID KING,4600,511,2,competition
Antalya Kebap & Pizza,8010,7,2,competition
Kebap & Pizza De Luxe,1230,77,2,competition
Aguacate Latin food,1030,91,2,competition
OttoYami sushi & grill,1060,111,2,competition
Centro PizzaLounge,6600,304,2,competition
Salpicon Tacos & Salad,1060,109,2,competition
Öz Etli Ekmek,1050,37,2,competition
Espressione,6020,482,2,competition
Lindenhof Restaurant Holzofen Pizzeria,3370,209,2,competition
Nord Burger,1210,580,2,competition
Pizzeria Ristorante Al Forno,1150,177,2,competition
Pizzaria Angelo,1140,336,2,competition
Sado's Imbiss,2322,387,2,competition
China Restaurant Shanghai Hönigsberg,8682,542,2,competition
Pizzeria Marino,2102,343,2,competition
China Restaurant Duft,1050,767,2,competition
Liu's Cooking,1200,512,2,competition
O Sole Mie,1190,55,2,competition
Leo Pizzeria,8770,564,2,competition
Nam's,1090,103,2,competition
flame Restaurant,2404,524,2,competition
Mr. Night's,1150,33,2,competition
Restaurant Athen,8010,175,2,competition
Itoya Sushi,1150,8,2,competition
Mr.Falafel,8010,141,2,competition
Sem's Pizzeria,3494,9,2,competition
Fandl Hendl,8053,80,2,competition
Pizza Xpress,5400,418,2,competition
Weinhaus Happ,6020,861,2,competition
Stadt Kebap,6900,49,2,competition
The Golden Harp,1050,9,2,competition
Amore Mio,1180,35,2,competition
"Enes - Kebap, Pizza, Schnitzel",1170,131,2,competition
Pizza Pronto,3500,1239,2,competition
Burger King,1200,466,2,competition
Al Forno,8052,692,2,competition
Pizzeria Camillo,4850,4,2,competition
Hidden Kitchen City,1010,49,2,competition
Mama Indiya,4020,526,2,competition
Pizzeria Ristorante Bellino,1120,133,2,competition
Asia Restaurant -Cineplexx,8055,1057,2,competition
Zara's Imbiss,1210,33,2,competition
Milano Grande,8430,486,2,competition
Xu China Restaurant,8600,801,2,competition
L'Osteria,5020,1184,2,competition
Restaurant Z10,8010,620,2,competition
Taste of India Restaurant,1040,521,2,competition
Vicky's Cooking,1150,705,2,competition
Hollywood Pizza & Burger,3400,124,2,competition
Restaurant Sofia,1050,55,2,competition
Casa Costiera - Cucina di mare & Pizzeria,8010,691,2,competition
Pizzeria La Famiglia,2130,514,2,competition
Ristorante Tiziano,1120,25,2,competition
"Kurtis Kebap, Pizza & Grill Spratzern",3100,655,2,competition
Johnny's Chicken,5020,362,2,competition
La Fornace,1050,7,2,competition
Dim Sum,8010,598,2,competition
Momento,8081,301,2,competition
Boba and Chill,5020,108,2,competition
Haikky Restaurant,6020,5,2,competition
Pizza Finezza,8322,52,2,competition
Imi's Pizza Express Salzburg,5020,412,2,competition
Wiener Schnitzelland,1140,663,2,competition
HENDLEREI,5020,9,2,competition
Noodlelicious,6020,202,2,competition
MOU S KITCHEN,1160,236,2,competition
Mali Thai Küche,1230,110,2,competition
Restaurant Babylon 3,1030,12,2,competition
Taverna Restaurant,8152,224,2,competition
Zia Emma,9020,60,2,competition
La Turka,1050,14,2,competition
Ti Amo Pizzeria,8720,357,2,competition
Muminovs Food,4470,371,2,competition
Pho 33,1090,232,2,competition
Bella Riva,3160,683,2,competition
Xin Xin China Restaurant,4400,1533,2,competition
Kirby's American Kitchen,8010,500,2,competition
McDonald's®,1090,248,2,competition
Aigner Pizza,5026,822,2,competition
Pizzeria Venezia,2136,444,2,competition
Selina Ristorante Pizzeria,2752,270,2,competition
Meer Sensei,6020,99,2,competition
Mutlu Grill Restaurant,1160,891,2,competition
Bordo Café & Pizzeria,2540,389,2,competition
ENZO Restaurant - Café - Bar,1010,158,2,competition
Nice wok,1160,154,2,competition
Ristorante Leonardo da Vinci,6020,9,2,competition
Kebap Palace,1100,799,2,competition
Phonebox,4020,573,2,competition
Alpin Pizza Kebap Grill,8073,433,2,competition
Wunder Kebap & Pizza Haus,6845,524,2,competition
Pizzeria Casa Leon & Gamos,4400,346,2,competition
Lee's Wok,1230,745,2,competition
Pizza-Wrap-Vegan Oscar,1070,55,2,competition
Pizzeria Wattener Hof,6112,415,2,competition
Mur- Pizzeria & Kebap,8010,101,2,competition
City Pizza & Noodels,8700,141,2,competition
Ristorante Florenz Holzofen Pizzeria,2700,887,2,competition
PiPaPo Marktrestaurant Pizzeria,8055,373,2,competition
City Pizza,1090,131,2,competition
Couture Cakes,1030,47,2,competition
Indira Indisches Restaurant,2700,440,2,competition
Pizzeria La Luna,6574,26,2,competition
Ayce,1050,18,2,competition
Die Insel,1220,892,2,competition
ULRICH,1070,478,2,competition
Bio-Frische,1180,1464,2,competition
Das Kimchi,1030,176,2,competition
Vabene Trattoria,2700,382,2,competition
His Pizza & Burger Treff,3500,106,2,competition
Bao Panda,1180,442,2,competition
Ting Ting Kitchen,6844,1154,2,competition
Tien Du,1210,700,2,competition
Momiji Asia Restaurant,8010,254,2,competition
Som Kitchen,1100,217,2,competition
Natsu Sushi,1070,31,2,competition
DS Arjuna,1160,9,2,competition
Duru,1160,145,2,competition
Soulkitchen by Bits & Bites,1030,56,2,competition
Stadtcafe,1010,330,2,competition
L'Osteria,1190,190,2,competition
Eck Meck Pizza und Kebaphaus,1130,88,2,competition
Restaurant San,1140,313,2,competition
Zuckero,1120,16,2,competition
Shisoya Noodle,1030,10,2,competition
"Vinci Pizzeria, Eiscafe und Eiswagen",6200,655,2,competition
Ronni's,2231,594,2,competition
Izzi Kebab & Pizza,3130,229,2,competition
Pizzeria Paparazzi,6130,443,2,competition
The Green Garden,5020,50,2,competition
Burger Factory,8020,474,2,competition
Burger City,2345,141,2,competition
Willy's Snackbar,1020,11,2,competition
Falafel King,6020,75,2,competition
Noodle King,1120,9,2,competition
Restaurant im Tennis Point Vienna,1030,83,2,competition
Hollywood Pizza & Burger,3370,145,2,competition
Lilla Boss,3830,94,2,competition
Papa's Bio Pizzeria,6020,80,2,competition
Bauernwirt,8053,4,2,competition
Restaurant Blaue Gans,5020,8,2,competition
Pizze Ria,1210,643,2,competition
The Best,4050,227,2,competition
Ugarit -Mediterranes Restaurant,8020,12,2,competition
Waidhofner Pizzeria Kebab,3830,77,2,competition
Asia Restaurant Fu Cheng,2700,771,2,competition
McDonald's®,8010,141,2,competition
Il Pasto Kitchen Amore,1200,157,2,competition
MyFreshly,5020,4,2,competition
Pizzeria David Leonding,4060,815,2,competition
Dino's Pizzeria Imbiss,6130,420,2,competition
Marnero,3001,188,2,competition
NORDSEE,1010,9,2,competition
Flax Wörgl,6300,1499,2,competition
Pizzeria-Ristorante Da Vinci,6971,307,2,competition
Pizzeria Bauerndorf,9462,115,2,competition
Fresh Pizzeria Kebap Schnitzel & Grill,1110,9,2,competition
Pizzeria Piero,1230,479,2,competition
Römerstube,8041,15,2,competition
Chaya,1100,120,2,competition
Cook Moon,8010,11,2,competition
Kanzelkehre,6210,16,2,competition
Diningruhm,1040,13,2,competition
NORDSEE,1220,9,2,competition
Schnitzel-Chickenhaus,1150,76,2,competition
Happy Schnitzel & Burger,2460,277,2,competition
Pizzahaus,2353,158,2,competition
Piazza Vecchia Ristorante Pizzeria,9565,6,2,competition
Lecker Imbiss,3100,379,2,competition
Casa Le'one Pizzeria,1030,917,2,competition
Pizzeria Ristorante Bernado,1100,575,2,competition
Döner Kebap Zado City,9020,13,2,competition
McDonald's®,1020,512,2,competition
Gasthaus Hofstätter,8020,415,2,competition
Restaurant Galaxie,1150,1404,2,competition
Valenta's Stammbeisl,1150,14,2,competition
Cafe Bali,8010,1,2,competition
Eck Meck Kebap Pizza Schnitzel,1180,193,2,competition
Soko Banja Grill,1100,13,2,competition
Flamingo Graz,8010,18,2,competition
Isola Verde,1190,217,2,competition
Subway,8010,19,2,competition
L'Osteria,1100,427,2,competition
XL Schnitz'l,1110,744,2,competition
Liu's,1150,10,2,competition
Piazza Azzurra,6890,796,2,competition
Gustobox,1030,217,2,competition
NORDSEE,8055,11,2,competition
Schnitzelimbiss,2340,957,2,competition
Mampf,8020,980,2,competition
XxXL Grillrestaurant,1170,452,2,competition
Don Alfredo & Der Knusperwirt,8020,343,2,competition
Manti,1030,194,2,competition
Los Primos Pizzeria,1090,98,2,competition
Restaurant Spitzbua,6020,1275,2,competition
Taco Buddies,4020,133,2,competition
Pizza Mann,1230,103,2,competition
Da Contessa,1210,654,2,competition
Popeye Kebap,5020,960,2,competition
Burger & Pizza Blitz,4020,230,2,competition
Pizzeria.Maradonna,3100,16,2,competition
Toskana,6020,1159,2,competition
Thai Kitchen Restaurant,1050,3,2,competition
Fatto a Mano Pizzeria,1110,153,2,competition
Ötzi Kebap Imbiss,2331,223,2,competition
Pizza Station Lucia,4040,40,2,competition
Gasthaus zur Sonne,8051,15,2,competition
Ricco,1020,5,2,competition
OSES Çiğ Köfte,1100,210,2,competition
China Restaurant Sichuan,1100,106,2,competition
Wokman,4020,384,2,competition
Schabanack,4070,306,2,competition
Kebap & Pizzahaus,2452,235,2,competition
Homolje Grill,1120,149,2,competition
WELG Kebap & Pizza,8041,409,2,competition
Wienerwald,1220,7,2,competition
Tatlises,1100,14,2,competition
Pizza Arena,3430,134,2,competition
Royal Imbiss,6900,156,2,competition
Kemi's Imbiss Kebab House,2700,6,2,competition
JACOBBi,5071,16,2,competition
Hasan's Kebap,5280,354,2,competition
Be Right Back,4020,129,2,competition
Max & Benito,1010,136,2,competition
Don Camillo,8582,100,2,competition
Fresh One Pot Kitchen,1010,10,2,competition
Pizza Service Alpacino Hietzing,1130,381,2,competition
XL Chicago Burger,1160,157,2,competition
Pizza Caponella,1200,5,2,competition
Pizza La Lanterne,3040,316,2,competition
Schali Restaurant,6020,193,2,competition
Pizzahaus- Holzofengenuss,3423,217,2,competition
Hira Bistro,5020,116,2,competition
Stefano 2,1030,31,2,competition
Brasilva,8020,17,2,competition
I love Schnitzel,1160,454,2,competition
Pizza Burg,6900,310,2,competition
Mille Stelle,1050,2641,2,competition
König Pizza und Kebap,6900,127,2,competition
Pizzeria Via Sapore,3150,456,2,competition
Pizzeria Piccino,2514,194,2,competition
My Kebap Pizza,1230,333,2,competition
Thali Platz,8010,377,2,competition
Ristorante Don Giovanni,1040,5,2,competition
Santa Maria,9020,141,2,competition
Ella's Mediterranes Soulfood,1010,58,2,competition
