country,year,life expectancy,continent,population,fertility
India,2001,61.9,Asia,1071888190.0,3.08
India,2002,62.3,Asia,1090189358.0,3.02
India,2003,62.8,Asia,1108369577.0,2.95
India,2004,63.2,Asia,1126419321.0,2.88
India,2005,63.6,Asia,1144326293.0,2.82
India,2006,63.9,Asia,1162088305.0,2.75
India,2007,64.3,Asia,1179685631.0,2.69
India,2008,64.7,Asia,1197070109.0,2.64
India,2009,65.0,Asia,1214182182.0,2.6
India,2010,65.4,Asia,1230984504.0,2.56
India,2011,65.7,Asia,1247446011.0,2.53
India,2012,66.1,Asia,1263589639.0,2.51
India,2013,66.5,Asia,1279498874.0,2.48
India,2014,66.9,Asia,1295291543.0,2.45
India,2015,67.2,Asia,1311050527.0,2.43
Indonesia,1951,36.99,Asia,70869608.0,5.39
Indonesia,1952,37.93,Asia,72309902.0,5.46
Indonesia,1953,38.86,Asia,73866520.0,5.53
Indonesia,1954,39.78,Asia,75539738.0,5.58
Indonesia,1955,40.68,Asia,77327799.0,5.62
Indonesia,1956,41.57,Asia,79226787.0,5.65
Indonesia,1957,42.45,Asia,81230749.0,5.67
Indonesia,1958,43.32,Asia,83332054.0,5.67
Indonesia,1959,44.17,Asia,85521981.0,5.67
Indonesia,1960,45.01,Asia,87792512.0,5.67
Indonesia,1961,45.83,Asia,90138235.0,5.66
Indonesia,1962,46.65,Asia,92558006.0,5.65
Indonesia,1963,47.45,Asia,95055669.0,5.63
Indonesia,1964,48.24,Asia,97638027.0,5.62
Indonesia,1965,43.77,Asia,100308896.0,5.61
Indonesia,1966,44.18,Asia,103067352.0,5.6
Indonesia,1967,50.54,Asia,105907403.0,5.58
Indonesia,1968,51.27,Asia,108821565.0,5.56
Indonesia,1969,52.0,Asia,111800090.0,5.52
Indonesia,1970,52.71,Asia,114834781.0,5.47
Indonesia,1971,53.4,Asia,117921994.0,5.41
Indonesia,1972,54.09,Asia,121059511.0,5.34
Indonesia,1973,54.75,Asia,124242299.0,5.25
Indonesia,1974,55.41,Asia,127465232.0,5.15
Indonesia,1975,56.04,Asia,130724118.0,5.04
Indonesia,1976,56.67,Asia,134010695.0,4.93
Indonesia,1977,57.27,Asia,137322122.0,4.81
Indonesia,1978,57.87,Asia,140665859.0,4.68
Indonesia,1979,58.45,Asia,144053516.0,4.56
Indonesia,1980,59.01,Asia,147490366.0,4.43
Indonesia,1981,59.57,Asia,150978841.0,4.3
Indonesia,1982,60.12,Asia,154506266.0,4.17
Indonesia,1983,60.64,Asia,158044343.0,4.03
Indonesia,1984,61.16,Asia,161555584.0,3.89
Indonesia,1985,61.66,Asia,165012195.0,3.75
Indonesia,1986,62.15,Asia,168402027.0,3.61
Indonesia,1987,62.63,Asia,171728916.0,3.47
Indonesia,1988,63.1,Asia,175000919.0,3.35
Indonesia,1989,63.55,Asia,178233231.0,3.23
Indonesia,1990,64.0,Asia,181436821.0,3.12
Indonesia,1991,64.5,Asia,184614740.0,3.02
Indonesia,1992,64.9,Asia,187762097.0,2.93
Indonesia,1993,65.3,Asia,190873248.0,2.84
Indonesia,1994,65.7,Asia,193939912.0,2.76
Indonesia,1995,66.1,Asia,196957845.0,2.69
Indonesia,1996,66.4,Asia,199926615.0,2.63
Indonesia,1997,66.7,Asia,202853850.0,2.58
Indonesia,1998,67.0,Asia,205753493.0,2.53
Indonesia,1999,67.2,Asia,208644079.0,2.5
Indonesia,2000,67.5,Asia,211540428.0,2.48
Indonesia,2001,67.8,Asia,214448301.0,2.48
Indonesia,2002,68.0,Asia,217369087.0,2.47
Indonesia,2003,68.2,Asia,220307809.0,2.48
Indonesia,2004,66.7,Asia,223268606.0,2.49
Indonesia,2005,68.7,Asia,226254703.0,2.49
Indonesia,2006,68.9,Asia,229263980.0,2.5
Indonesia,2007,69.2,Asia,232296830.0,2.49
Indonesia,2008,69.4,Asia,235360765.0,2.48
Indonesia,2009,69.6,Asia,238465165.0,2.46
Indonesia,2010,69.8,Asia,241613126.0,2.43
Indonesia,2011,70.1,Asia,244808254.0,2.4
Indonesia,2012,70.3,Asia,248037853.0,2.37
Indonesia,2013,70.6,Asia,251268276.0,2.34
Indonesia,2014,70.8,Asia,254454778.0,2.31
Indonesia,2015,71.1,Asia,257563815.0,2.28
Iran,1951,40.29,Asia,17516578.0,6.91
Iran,1952,40.92,Asia,17933356.0,6.91
Iran,1953,41.56,Asia,18368896.0,6.91
Iran,1954,42.19,Asia,18822605.0,6.91
Iran,1955,42.84,Asia,19293998.0,6.91
Iran,1956,43.47,Asia,19782699.0,6.91
Iran,1957,44.11,Asia,20288440.0,6.92
Iran,1958,44.74,Asia,20811062.0,6.92
Iran,1959,45.38,Asia,21350524.0,6.93
Iran,1960,46.0,Asia,21906905.0,6.93
Iran,1961,46.61,Asia,22480420.0,6.92
Iran,1962,47.22,Asia,23071426.0,6.91
Iran,1963,47.83,Asia,23680433.0,6.9
Iran,1964,48.43,Asia,24308080.0,6.87
Iran,1965,49.04,Asia,24955116.0,6.83
Iran,1966,49.66,Asia,25624650.0,6.77
Iran,1967,50.3,Asia,26318116.0,6.7
Iran,1968,50.98,Asia,27032944.0,6.62
Iran,1969,51.67,Asia,27765239.0,6.53
Iran,1970,52.43,Asia,28514011.0,6.44
Iran,1971,53.28,Asia,29281130.0,6.36
Iran,1972,54.24,Asia,30073845.0,6.29
Iran,1973,55.24,Asia,30903565.0,6.24
Iran,1974,56.24,Asia,31784896.0,6.21
Iran,1975,57.1,Asia,32730555.0,6.21
Iran,1976,57.64,Asia,33739231.0,6.24
Iran,1977,57.78,Asia,34814231.0,6.29
Iran,1978,57.52,Asia,35977589.0,6.35
Iran,1979,56.95,Asia,37256771.0,6.42
Iran,1980,56.24,Asia,38668222.0,6.48
Iran,1981,55.62,Asia,40209077.0,6.52
Iran,1982,55.32,Asia,41862373.0,6.52
Iran,1983,55.49,Asia,43610506.0,6.47
Iran,1984,56.19,Asia,45429019.0,6.37
Iran,1985,57.39,Asia,47290793.0,6.22
Iran,1986,59.01,Asia,49205577.0,6.02
Iran,1987,60.83,Asia,51152122.0,5.76
Iran,1988,62.67,Asia,53035939.0,5.47
Iran,1989,64.43,Asia,54735239.0,5.15
Iran,1990,66.0,Asia,56169196.0,4.82
Iran,1991,67.8,Asia,57288039.0,4.48
Iran,1992,68.5,Asia,58130099.0,4.14
Iran,1993,69.1,Asia,58811858.0,3.81
Iran,1994,69.6,Asia,59501292.0,3.49
Iran,1995,69.9,Asia,60318632.0,3.2
Iran,1996,69.8,Asia,61306632.0,2.95
Iran,1997,70.3,Asia,62426086.0,2.72
Iran,1998,70.8,Asia,63616065.0,2.51
Iran,1999,71.3,Asia,64780362.0,2.34
Iran,2000,71.4,Asia,65850062.0,2.19
Iran,2001,71.3,Asia,66812736.0,2.08
Iran,2002,71.3,Asia,67696677.0,1.99
Iran,2003,70.1,Asia,68522074.0,1.93
Iran,2004,71.5,Asia,69321953.0,1.9
Iran,2005,71.9,Asia,70122115.0,1.87
Iran,2006,72.4,Asia,70923164.0,1.87
Iran,2007,72.8,Asia,71720859.0,1.87
Iran,2008,73.1,Asia,72530693.0,1.88
Iran,2009,73.4,Asia,73370982.0,1.89
Iran,2010,73.7,Asia,74253373.0,1.9
Iran,2011,74.1,Asia,75184322.0,1.91
Iran,2012,74.3,Asia,76156975.0,1.92
Iran,2013,74.5,Asia,77152445.0,1.92
Iran,2014,74.6,Asia,78143644.0,1.92
Iran,2015,74.6,Asia,79109272.0,1.91
Iraq,1951,35.08,Asia,5901507.0,7.88
Iraq,1952,36.58,Asia,6065012.0,7.44
Iraq,1953,38.04,Asia,6216130.0,7.07
Iraq,1954,39.45,Asia,6360435.0,6.76
Iraq,1955,40.81,Asia,6502655.0,6.52
Iraq,1956,42.11,Asia,6646641.0,6.34
Iraq,1957,43.38,Asia,6795399.0,6.23
Iraq,1958,44.61,Asia,6951160.0,6.18
Iraq,1959,45.79,Asia,7115509.0,6.19
Iraq,1960,46.96,Asia,7289759.0,6.25
Iraq,1961,48.11,Asia,7475354.0,6.36
Iraq,1962,49.24,Asia,7674220.0,6.51
Iraq,1963,50.36,Asia,7888914.0,6.69
Iraq,1964,51.46,Asia,8122200.0,6.87
Iraq,1965,52.52,Asia,8375791.0,7.04
Iraq,1966,53.51,Asia,8651167.0,7.19
Iraq,1967,54.42,Asia,8947399.0,7.3
Iraq,1968,55.24,Asia,9260685.0,7.36
Iraq,1969,55.96,Asia,9585576.0,7.38
Iraq,1970,56.61,Asia,9917982.0,7.36
Iraq,1971,57.21,Asia,10255904.0,7.31
Iraq,1972,57.77,Asia,10599846.0,7.23
Iraq,1973,58.31,Asia,10951169.0,7.15
Iraq,1974,58.81,Asia,11312304.0,7.07
Iraq,1975,59.19,Asia,11684585.0,6.99
Iraq,1976,59.35,Asia,12068195.0,6.92
Iraq,1977,59.26,Asia,12460997.0,6.83
Iraq,1978,58.94,Asia,12859226.0,6.75
Iraq,1979,58.44,Asia,13257910.0,6.66
Iraq,1980,57.91,Asia,13653358.0,6.57
Iraq,1981,57.52,Asia,14046273.0,6.49
Iraq,1982,57.41,Asia,14437661.0,6.41
Iraq,1983,57.68,Asia,14824876.0,6.34
Iraq,1984,58.34,Asia,15204746.0,6.28
Iraq,1985,59.36,Asia,15576396.0,6.22
Iraq,1986,60.65,Asia,15937864.0,6.16
Iraq,1987,62.05,Asia,16293719.0,6.11
Iraq,1988,63.41,Asia,16657708.0,6.04
Iraq,1989,64.65,Asia,17048167.0,5.97
Iraq,1990,65.7,Asia,17478455.0,5.88
Iraq,1991,63.9,Asia,17952909.0,5.79
Iraq,1992,65.4,Asia,18468521.0,5.7
Iraq,1993,65.4,Asia,19021967.0,5.61
Iraq,1994,65.4,Asia,19606895.0,5.51
Iraq,1995,65.3,Asia,20217759.0,5.42
Iraq,1996,65.3,Asia,20855408.0,5.32
Iraq,1997,65.2,Asia,21519356.0,5.23
Iraq,1998,65.7,Asia,22200835.0,5.14
Iraq,1999,65.9,Asia,22888600.0,5.05
Iraq,2000,65.8,Asia,23574751.0,4.97
Iraq,2001,66.4,Asia,24258794.0,4.88
Iraq,2002,66.1,Asia,24943793.0,4.8
Iraq,2003,66.1,Asia,25630426.0,4.71
Iraq,2004,66.3,Asia,26320530.0,4.63
Iraq,2005,65.7,Asia,27017712.0,4.56
Iraq,2006,65.1,Asia,27716983.0,4.48
Iraq,2007,65.3,Asia,28423538.0,4.41
Iraq,2008,66.6,Asia,29163327.0,4.34
Iraq,2009,67.1,Asia,29970634.0,4.28
Iraq,2010,67.3,Asia,30868156.0,4.21
Iraq,2011,67.7,Asia,31867758.0,4.15
Iraq,2012,68.1,Asia,32957622.0,4.09
Iraq,2013,68.3,Asia,34107366.0,4.03
Iraq,2014,67.7,Asia,35273293.0,3.97
Iraq,2015,67.4,Asia,36423395.0,3.91
Ireland,1951,65.07,Europe,2921278.0,3.45
Ireland,1952,67.52,Europe,2924222.0,3.41
Ireland,1953,68.3,Europe,2921360.0,3.39
Ireland,1954,68.44,Europe,2912747.0,3.4
Ireland,1955,68.46,Europe,2899055.0,3.44
Ireland,1956,69.43,Europe,2881612.0,3.5
Ireland,1957,69.51,Europe,2862366.0,3.57
Ireland,1958,69.84,Europe,2843755.0,3.67
Ireland,1959,69.99,Europe,2828515.0,3.76
Ireland,1960,70.76,Europe,2819059.0,3.86
Ireland,1961,70.24,Europe,2816832.0,3.93
Ireland,1962,70.57,Europe,2821742.0,3.98
Ireland,1963,70.85,Europe,2831911.0,4.0
Ireland,1964,71.12,Europe,2844373.0,3.99
Ireland,1965,71.35,Europe,2857104.0,3.95
Ireland,1966,70.89,Europe,2869311.0,3.9
Ireland,1967,71.95,Europe,2882095.0,3.86
Ireland,1968,71.67,Europe,2897541.0,3.83
Ireland,1969,71.62,Europe,2918626.0,3.82
Ireland,1970,71.68,Europe,2947339.0,3.81
Ireland,1971,72.5,Europe,2984044.0,3.81
Ireland,1972,71.86,Europe,3027538.0,3.79
Ireland,1973,72.11,Europe,3076273.0,3.74
Ireland,1974,72.08,Europe,3128000.0,3.67
Ireland,1975,72.68,Europe,3180805.0,3.57
Ireland,1976,72.81,Europe,3234153.0,3.46
Ireland,1977,72.98,Europe,3287620.0,3.34
Ireland,1978,72.98,Europe,3339499.0,3.22
Ireland,1979,73.28,Europe,3387822.0,3.11
Ireland,1980,73.66,Europe,3431078.0,3.0
Ireland,1981,74.04,Europe,3468884.0,2.9
Ireland,1982,74.34,Europe,3501213.0,2.79
Ireland,1983,74.4,Europe,3527472.0,2.68
Ireland,1984,74.87,Europe,3547157.0,2.56
Ireland,1985,74.84,Europe,3560225.0,2.45
Ireland,1986,74.93,Europe,3566327.0,2.34
Ireland,1987,75.76,Europe,3566416.0,2.23
Ireland,1988,75.82,Europe,3563438.0,2.14
Ireland,1989,75.87,Europe,3561331.0,2.06
Ireland,1990,76.3,Europe,3563106.0,2.0
Ireland,1991,76.7,Europe,3570140.0,1.95
Ireland,1992,76.8,Europe,3582342.0,1.92
Ireland,1993,76.9,Europe,3599451.0,1.9
Ireland,1994,77.3,Europe,3620616.0,1.9
Ireland,1995,77.1,Europe,3645333.0,1.9
Ireland,1996,77.5,Europe,3673553.0,1.91
Ireland,1997,77.4,Europe,3706032.0,1.92
Ireland,1998,77.6,Europe,3743948.0,1.93
Ireland,1999,77.7,Europe,3788816.0,1.94
Ireland,2000,77.8,Europe,3841574.0,1.95
Ireland,2001,78.4,Europe,3901688.0,1.96
Ireland,2002,78.8,Europe,3968213.0,1.97
Ireland,2003,79.1,Europe,4040986.0,1.97
Ireland,2004,79.3,Europe,4119773.0,1.98
Ireland,2005,79.7,Europe,4203700.0,1.99
Ireland,2006,79.8,Europe,4293942.0,1.99
Ireland,2007,80.1,Europe,4388612.0,2.0
Ireland,2008,80.1,Europe,4480145.0,2.0
Ireland,2009,80.3,Europe,4558603.0,2.0
Ireland,2010,81.0,Europe,4617334.0,2.0
Ireland,2011,80.6,Europe,4652714.0,2.0
Ireland,2012,81.1,Europe,4667868.0,2.0
Ireland,2013,81.5,Europe,4671263.0,2.0
Ireland,2014,81.6,Europe,4675164.0,2.0
Ireland,2015,81.7,Europe,4688465.0,1.99
Israel,1951,64.42,Asia,1354097.0,4.45
Israel,1952,65.04,Asia,1451493.0,4.32
Israel,1953,65.62,Asia,1546239.0,4.21
Israel,1954,66.15,Asia,1635786.0,4.11
Israel,1955,66.65,Asia,1718955.0,4.03
Israel,1956,67.1,Asia,1796009.0,3.96
Israel,1957,67.51,Asia,1868581.0,3.92
Israel,1958,67.89,Asia,1939449.0,3.88
Israel,1959,68.24,Asia,2012158.0,3.86
Israel,1960,68.55,Asia,2089891.0,3.84
Israel,1961,68.85,Asia,2174271.0,3.84
Israel,1962,69.13,Asia,2264304.0,3.83
Israel,1963,69.41,Asia,2355929.0,3.82
Israel,1964,69.68,Asia,2443297.0,3.82
Israel,1965,69.93,Asia,2522530.0,3.81
Israel,1966,70.17,Asia,2591594.0,3.8
Israel,1967,70.39,Asia,2652697.0,3.8
Israel,1968,70.6,Asia,2711303.0,3.81
Israel,1969,70.78,Asia,2775162.0,3.81
Israel,1970,70.96,Asia,2849623.0,3.82
Israel,1971,71.13,Asia,2936668.0,3.81
Israel,1972,71.33,Asia,3033919.0,3.8
Israel,1973,71.54,Asia,3137029.0,3.77
Israel,1974,71.78,Asia,3239561.0,3.72
Israel,1975,72.04,Asia,3336760.0,3.66
Israel,1976,72.33,Asia,3427662.0,3.59
Israel,1977,72.62,Asia,3513516.0,3.51
Israel,1978,72.9,Asia,3594470.0,3.43
Israel,1979,73.19,Asia,3671264.0,3.35
Israel,1980,73.47,Asia,3744667.0,3.28
Israel,1981,73.74,Asia,3815270.0,3.22
Israel,1982,73.99,Asia,3883547.0,3.17
Israel,1983,74.49,Asia,3950241.0,3.13
Israel,1984,74.78,Asia,4016229.0,3.11
Israel,1985,75.1,Asia,4082781.0,3.09
Israel,1986,74.92,Asia,4148764.0,3.07
Israel,1987,75.29,Asia,4215756.0,3.06
Israel,1988,75.65,Asia,4290860.0,3.04
Israel,1989,76.24,Asia,4383341.0,3.02
Israel,1990,76.7,Asia,4499161.0,3.0
Israel,1991,76.5,Asia,4641600.0,2.97
Israel,1992,76.3,Asia,4806983.0,2.95
Israel,1993,76.9,Asia,4985652.0,2.94
Israel,1994,77.1,Asia,5163901.0,2.93
Israel,1995,77.4,Asia,5331622.0,2.92
Israel,1996,77.7,Asia,5486219.0,2.92
Israel,1997,77.9,Asia,5630066.0,2.93
Israel,1998,78.1,Asia,5764197.0,2.93
Israel,1999,78.5,Asia,5891263.0,2.92
Israel,2000,78.6,Asia,6013711.0,2.92
Israel,2001,78.8,Asia,6129980.0,2.92
Israel,2002,78.6,Asia,6240215.0,2.91
Israel,2003,79.1,Asia,6350762.0,2.91
Israel,2004,79.5,Asia,6470045.0,2.91
Israel,2005,79.7,Asia,6603677.0,2.91
Israel,2006,79.6,Asia,6754836.0,2.91
Israel,2007,80.3,Asia,6920762.0,2.91
Israel,2008,80.6,Asia,7093808.0,2.92
Israel,2009,81.0,Asia,7262964.0,2.92
Israel,2010,81.6,Asia,7420368.0,2.92
Israel,2011,81.6,Asia,7563334.0,2.92
Israel,2012,82.1,Asia,7694507.0,2.91
Israel,2013,82.0,Asia,7817818.0,2.9
Israel,2014,81.3,Asia,7939483.0,2.88
Israel,2015,82.1,Asia,8064036.0,2.86
Italy,1951,65.3,Europe,47014137.0,2.42
Italy,1952,65.93,Europe,47398599.0,2.37
Italy,1953,66.56,Europe,47748689.0,2.33
Italy,1954,67.88,Europe,48064766.0,2.3
Italy,1955,68.23,Europe,48350847.0,2.28
Italy,1956,67.62,Europe,48614865.0,2.28
Italy,1957,67.79,Europe,48868412.0,2.29
Italy,1958,68.85,Europe,49125959.0,2.31
Italy,1959,69.3,Europe,49403558.0,2.34
Italy,1960,69.19,Europe,49714962.0,2.37
Italy,1961,69.82,Europe,50067464.0,2.41
Italy,1962,69.21,Europe,50458277.0,2.44
Italy,1963,69.32,Europe,50872976.0,2.47
Italy,1964,70.37,Europe,51289904.0,2.5
Italy,1965,70.24,Europe,51693136.0,2.52
Italy,1966,70.99,Europe,52076758.0,2.52
Italy,1967,71.03,Europe,52444751.0,2.52
Italy,1968,70.85,Europe,52802703.0,2.52
Italy,1969,70.87,Europe,53160056.0,2.5
Italy,1970,71.62,Europe,53522670.0,2.47
Italy,1971,71.87,Europe,53891946.0,2.43
Italy,1972,72.15,Europe,54262086.0,2.38
Italy,1973,72.09,Europe,54623207.0,2.32
Italy,1974,72.81,Europe,54961926.0,2.24
Italy,1975,72.72,Europe,55268549.0,2.17
Italy,1976,73.07,Europe,55539118.0,2.08
Italy,1977,73.44,Europe,55775934.0,1.99
Italy,1978,73.78,Europe,55983298.0,1.9
Italy,1979,74.11,Europe,56168376.0,1.81
Italy,1980,74.07,Europe,56336446.0,1.72
Italy,1981,74.46,Europe,56489623.0,1.64
Italy,1982,74.93,Europe,56626403.0,1.57
Italy,1983,74.75,Europe,56744400.0,1.51
Italy,1984,75.51,Europe,56839859.0,1.46
Italy,1985,75.62,Europe,56910888.0,1.41
Italy,1986,75.94,Europe,56956635.0,1.38
Italy,1987,76.36,Europe,56980621.0,1.35
Italy,1988,76.54,Europe,56990645.0,1.33
Italy,1989,76.94,Europe,56997093.0,1.31
Italy,1990,77.0,Europe,57007577.0,1.3
Italy,1991,77.0,Europe,57029614.0,1.29
Italy,1992,77.3,Europe,57062760.0,1.28
Italy,1993,77.6,Europe,57097411.0,1.26
Italy,1994,77.8,Europe,57119163.0,1.25
Italy,1995,78.1,Europe,57120136.0,1.24
Italy,1996,78.3,Europe,57091906.0,1.23
Italy,1997,78.7,Europe,57044614.0,1.22
Italy,1998,78.9,Europe,57010940.0,1.22
Italy,1999,79.3,Europe,57035249.0,1.21
Italy,2000,79.6,Europe,57147081.0,1.22
Italy,2001,79.8,Europe,57359179.0,1.23
Italy,2002,80.1,Europe,57655677.0,1.25
Italy,2003,80.1,Europe,58002003.0,1.27
Italy,2004,80.9,Europe,58348332.0,1.29
Italy,2005,81.1,Europe,58657355.0,1.32
Italy,2006,81.2,Europe,58918471.0,1.34
Italy,2007,81.3,Europe,59138599.0,1.37
Italy,2008,81.5,Europe,59319234.0,1.39
Italy,2009,81.6,Europe,59467196.0,1.42
Italy,2010,81.9,Europe,59588007.0,1.44
Italy,2011,82.0,Europe,59678993.0,1.45
Italy,2012,82.0,Europe,59737717.0,1.47
Italy,2013,82.1,Europe,59771094.0,1.49
Italy,2014,82.1,Europe,59788667.0,1.5
Italy,2015,82.2,Europe,59797685.0,1.52
Jamaica,1951,58.02,North America,1436851.0,3.91
Jamaica,1952,59.06,North America,1468361.0,4.13
Jamaica,1953,60.07,North America,1496629.0,4.33
Jamaica,1954,61.03,North America,1521312.0,4.52
Jamaica,1955,61.95,North America,1542523.0,4.7
Jamaica,1956,62.83,North America,1560858.0,4.87
Jamaica,1957,63.66,North America,1577372.0,5.02
Jamaica,1958,64.47,North America,1593488.0,5.17
Jamaica,1959,65.21,North America,1610852.0,5.3
Jamaica,1960,65.91,North America,1630914.0,5.42
Jamaica,1961,66.57,North America,1654461.0,5.53
Jamaica,1962,67.17,North America,1681222.0,5.63
Jamaica,1963,67.74,North America,1709690.0,5.71
Jamaica,1964,68.25,North America,1737616.0,5.78
Jamaica,1965,68.73,North America,1763436.0,5.82
Jamaica,1966,69.17,North America,1786547.0,5.82
Jamaica,1967,69.58,North America,1807640.0,5.79
Jamaica,1968,69.99,North America,1827989.0,5.72
Jamaica,1969,70.36,North America,1849463.0,5.62
Jamaica,1970,70.72,North America,1873353.0,5.48
Jamaica,1971,71.06,North America,1900243.0,5.31
Jamaica,1972,71.39,North America,1929556.0,5.11
Jamaica,1973,71.71,North America,1960043.0,4.9
Jamaica,1974,72.0,North America,1989880.0,4.69
Jamaica,1975,72.29,North America,2017830.0,4.48
Jamaica,1976,72.58,North America,2043097.0,4.29
Jamaica,1977,72.89,North America,2066247.0,4.12
Jamaica,1978,73.21,North America,2089015.0,3.97
Jamaica,1979,73.52,North America,2113880.0,3.84
Jamaica,1980,73.82,North America,2142438.0,3.73
Jamaica,1981,74.1,North America,2175634.0,3.64
Jamaica,1982,74.34,North America,2212400.0,3.56
Jamaica,1983,74.55,North America,2249890.0,3.48
Jamaica,1984,74.7,North America,2284118.0,3.39
Jamaica,1985,74.79,North America,2312337.0,3.31
Jamaica,1986,74.84,North America,2333427.0,3.22
Jamaica,1987,74.85,North America,2348572.0,3.14
Jamaica,1988,74.85,North America,2360159.0,3.07
Jamaica,1989,74.83,North America,2371713.0,3.01
Jamaica,1990,74.8,North America,2385806.0,2.95
Jamaica,1991,74.9,North America,2403082.0,2.9
Jamaica,1992,74.9,North America,2422783.0,2.86
Jamaica,1993,74.8,North America,2444388.0,2.82
Jamaica,1994,74.8,North America,2466903.0,2.78
Jamaica,1995,74.7,North America,2489540.0,2.74
Jamaica,1996,74.5,North America,2512340.0,2.71
Jamaica,1997,74.4,North America,2535443.0,2.68
Jamaica,1998,74.5,North America,2558241.0,2.66
Jamaica,1999,74.6,North America,2579973.0,2.63
Jamaica,2000,74.4,North America,2600095.0,2.6
Jamaica,2001,74.2,North America,2618325.0,2.58
Jamaica,2002,74.5,North America,2634779.0,2.55
Jamaica,2003,74.8,North America,2649825.0,2.53
Jamaica,2004,75.0,North America,2664049.0,2.5
Jamaica,2005,75.4,North America,2677888.0,2.47
Jamaica,2006,75.5,North America,2691444.0,2.44
Jamaica,2007,75.3,North America,2704606.0,2.41
Jamaica,2008,75.1,North America,2717344.0,2.39
Jamaica,2009,74.8,North America,2729575.0,2.36
Jamaica,2010,74.8,North America,2741253.0,2.33
Jamaica,2011,74.6,North America,2752358.0,2.31
Jamaica,2012,74.7,North America,2762965.0,2.28
Jamaica,2013,74.8,North America,2773215.0,2.26
Jamaica,2014,74.8,North America,2783301.0,2.24
Jamaica,2015,75.0,North America,2793335.0,2.21
Japan,1951,60.98,Asia,83794452.0,3.37
Japan,1952,63.02,Asia,85174909.0,3.1
Japan,1953,63.36,Asia,86378004.0,2.86
Japan,1954,64.6,Asia,87438747.0,2.65
Japan,1955,65.76,Asia,88389994.0,2.47
Japan,1956,65.62,Asia,89262489.0,2.32
Japan,1957,65.49,Asia,90084818.0,2.2
Japan,1958,67.11,Asia,90883290.0,2.11
Japan,1959,67.49,Asia,91681713.0,2.04
Japan,1960,67.78,Asia,92500754.0,2.0
Japan,1961,68.43,Asia,93357259.0,1.98
Japan,1962,68.71,Asia,94263646.0,1.97
Japan,1963,69.79,Asia,95227653.0,1.97
Japan,1964,70.26,Asia,96253064.0,1.97
Japan,1965,70.31,Asia,97341852.0,1.98
Japan,1966,71.12,Asia,98494630.0,2.0
Japan,1967,71.41,Asia,99711082.0,2.02
Japan,1968,71.73,Asia,100988866.0,2.05
Japan,1969,71.96,Asia,102323674.0,2.08
Japan,1970,72.05,Asia,103707537.0,2.1
Japan,1971,72.87,Asia,105142875.0,2.11
Japan,1972,73.39,Asia,106616535.0,2.11
Japan,1973,73.45,Asia,108085729.0,2.09
Japan,1974,73.88,Asia,109495053.0,2.05
Japan,1975,74.38,Asia,110804519.0,2.0
Japan,1976,74.78,Asia,111992858.0,1.94
Japan,1977,75.35,Asia,113067848.0,1.89
Japan,1978,75.67,Asia,114054587.0,1.84
Japan,1979,76.18,Asia,114993274.0,1.8
Japan,1980,76.16,Asia,115912104.0,1.78
Japan,1981,76.57,Asia,116821569.0,1.76
Japan,1982,77.08,Asia,117708919.0,1.75
Japan,1983,77.11,Asia,118552097.0,1.74
Japan,1984,77.5,Asia,119318921.0,1.73
Japan,1985,77.8,Asia,119988663.0,1.72
Japan,1986,78.22,Asia,120551455.0,1.7
Japan,1987,78.63,Asia,121021830.0,1.67
Japan,1988,78.54,Asia,121432942.0,1.64
Japan,1989,78.97,Asia,121831143.0,1.61
Japan,1990,79.0,Asia,122249285.0,1.57
Japan,1991,79.1,Asia,122702527.0,1.54
Japan,1992,79.3,Asia,123180357.0,1.5
Japan,1993,79.4,Asia,123658854.0,1.47
Japan,1994,79.8,Asia,124101546.0,1.44
Japan,1995,79.7,Asia,124483305.0,1.41
Japan,1996,80.2,Asia,124794817.0,1.39
Japan,1997,80.4,Asia,125048424.0,1.37
Japan,1998,80.5,Asia,125266403.0,1.35
Japan,1999,80.6,Asia,125481050.0,1.34
Japan,2000,81.0,Asia,125714674.0,1.32
Japan,2001,81.3,Asia,125974298.0,1.31
Japan,2002,81.6,Asia,126249509.0,1.3
Japan,2003,81.7,Asia,126523884.0,1.3
Japan,2004,81.9,Asia,126773081.0,1.3
Japan,2005,82.0,Asia,126978754.0,1.31
Japan,2006,82.2,Asia,127136576.0,1.32
Japan,2007,82.4,Asia,127250015.0,1.33
Japan,2008,82.5,Asia,127317900.0,1.34
Japan,2009,82.7,Asia,127340884.0,1.36
Japan,2010,82.7,Asia,127319802.0,1.37
Japan,2011,82.6,Asia,127252900.0,1.39
Japan,2012,82.9,Asia,127139821.0,1.41
Japan,2013,83.0,Asia,126984964.0,1.42
Japan,2014,83.1,Asia,126794564.0,1.43
Japan,2015,83.2,Asia,126573481.0,1.45
Jordan,1951,45.56,Asia,503116.0,7.5
Jordan,1952,46.45,Asia,542123.0,7.39
Jordan,1953,47.34,Asia,574887.0,7.32
Jordan,1954,48.23,Asia,608017.0,7.28
Jordan,1955,49.09,Asia,645724.0,7.28
Jordan,1956,49.95,Asia,689705.0,7.31
Jordan,1957,50.8,Asia,739263.0,7.37
Jordan,1958,51.65,Asia,791658.0,7.46
Jordan,1959,52.48,Asia,842721.0,7.57
Jordan,1960,53.3,Asia,888632.0,7.69
Jordan,1961,54.12,Asia,927850.0,7.8
